"Nome Produto";"Nº Produto";"Produto Ativo";"Cód. Produto";Fabricante;"Categoria de Produto";Fornecedor;"Sub Categoria";"Cód. Fornecedor";Website;"Ficha do Produto";"Cód. Fabricante";"Plano de Contas";"Data Criação";"Criado Por";"Data Modificação";"Última Edição";"Comprimento (mm)";"Largura (mm)";"Espessura (mm)";"Preço Unitário";"Preço Custo";"Categoria de Impostos";"Comissão %";"Unidade Utilizada";"Qtd. Uni";"Qtd. Stock";"Nível Reabastecimento";Responsável;"Qtd. Última Compra";"Imagem Produto";Descrição;"Detalhe "
"Placa cuidado com o cão M1";PRO0467;1;;"Fam Art";Outros;;Decoração;;;;;;"01-11-2024 20:52:01";josep;"08-11-2024 22:56:39";marcop;0;;;12.5;;;0;Each;1.00;1000000.000;0;josep;0;imagem_2024-11-01_205155248.png;;
"Placa cuidado com o cão M2";PRO0468;1;;"Fam Art";Outros;;Decoração;;;;;;"01-11-2024 20:52:56";josep;"01-11-2024 20:52:56";josep;0;;;12.5;;;0;Each;1.00;1000000.000;0;josep;0;imagem_2024-11-01_205252255.png;;
"Placa cuidado com o cão M3";PRO0469;1;;"Fam Art";Outros;;Decoração;;;;;;"01-11-2024 20:53:45";josep;"01-11-2024 20:53:45";josep;0;;;12.5;;;0;Each;1.00;1000000.000;0;josep;0;imagem_2024-11-01_205342749.png;;
"Placa cuidado com o cão M4";PRO0470;1;;"Fam Art";Outros;;Decoração;;;;;;"01-11-2024 20:54:56";josep;"01-11-2024 20:54:56";josep;0;;;12.5;;;0;Each;1.00;1000000.000;0;josep;0;imagem_2024-11-01_205454223.png;;
"Placa para Chá Revelação";PRO0471;1;;"Fam Art";"Eventos Diversos";;Placas;;;;;;"01-11-2024 21:04:32";josep;"01-11-2024 21:04:32";josep;0;;;18.5;;;0;Each;1.00;1000000.000;0;josep;0;imagem_2024-11-01_210427086.png;;
"Lembrança Chá Revelação Ursinho";PRO0472;1;;"Fam Art";"Eventos Diversos";;Placas;;;;;;"01-11-2024 21:06:14";josep;"01-11-2024 21:06:14";josep;0;;;3;;;0;Each;1.00;1000000.000;0;josep;0;imagem_2024-11-01_210610512.png;;
"Quadro Pulseira Recem Nascido";PRO0473;1;;"Fam Art";"Eventos Diversos";;Recém-nascidos;;;;;;"01-11-2024 21:10:39";josep;"01-11-2024 21:10:39";josep;0;;;20;;;0;Each;1.00;1000000.000;0;josep;0;imagem_2024-11-01_211036584.png;;
"Leão para Porta";PRO0474;1;;"Fam Art";Outros;;Decoração;;;;;;"01-11-2024 21:12:41";josep;"01-11-2024 21:12:41";josep;0;;;17.5;;;0;Each;1.00;1000000.000;0;josep;0;imagem_2024-11-01_211155241.png;;
"Castcryl Patterns Black Gold";PRO0475;1;;"Fam Art";"Matéria Prima";Vendors::::Dimatur;Acrilico;AV98282440122003;;;;;"02-11-2024 15:52:45";marcop;"02-11-2024 15:52:45";marcop;2440;1220;3;;104.49;;0;Each;1.00;1000000.000;0;marcop;0;Captura-de-ecr__-2024-11-02-155227.png;;
"Ambientador Becrux";PRO0476;1;;"Fam Art";Outros;Vendors::::Makito;Decoração;6292;;;;;"02-11-2024 16:08:35";marcop;"02-11-2024 16:08:35";marcop;0;;;3;;;0;Each;1.00;1000005.000;0;marcop;0;6292-000-1.jpg;;
"Set Webermax";PRO0477;1;;"Fam Art";Outros;Vendors::::Makito;Decoração;21062;;;;;"02-11-2024 16:10:18";marcop;"02-11-2024 16:10:18";marcop;0;;;9;;;0;Each;1.00;1000001.000;0;marcop;0;21062-000-13.jpg;;
"Peluche Kuisy";PRO0478;1;;"Fam Art";Outros;Vendors::::Makito;Decoração;20134;;;;;"02-11-2024 16:11:32";marcop;"02-11-2024 16:11:32";marcop;0;;;8;;;0;Each;1.00;1000002.000;0;marcop;0;20134-000-10.jpg;;
"Chaveiro Interestelar Carta Lateral";PRO0479;1;;"Fam Art";Outros;;Decoração;;;;;;"08-11-2024 23:06:05";marcop;"03-02-2025 19:45:51";marcop;0;;;23.5;;;0;Each;1.00;999999.000;0;marcop;0;Imagem-WhatsApp-2024-11-08-__s-23.05.40_5f4fc36b.jpg;;
"Chaveiro Suporte Carta Superior";PRO0480;1;;"Fam Art";Outros;;Decoração;;;;;;"08-11-2024 23:08:25";marcop;"30-01-2026 19:56:55";marcop;0;;;14;;;0;Each;1.00;999999.000;0;marcop;0;Imagem-WhatsApp-2024-11-08-__s-23.05.43_81f5efd9.jpg;;
"Identificadores de Animais Grande Osso";PRO0481;1;;"Fam Art";"Especial Patudos";;"Chapinhas Identificação";;;;;;"08-11-2024 23:13:17";marcop;"08-11-2024 23:22:47";marcop;0;;;6.5;;;0;Each;1.00;1000000.000;0;admin;0;97_chapinhas.png;"Formatos disponiveis:
<ul>
	<li><b>Osso</b></li>
	<li><b>Coração</b></li>
</ul>
Diversas cores disponiveis";
"Identificadores de Animais Pequenos Coração";PRO0482;1;;"Fam Art";"Especial Patudos";;"Chapinhas Identificação";;;;;;"08-11-2024 23:18:23";marcop;"08-11-2024 23:25:53";marcop;0;;;4;;;0;Each;1.00;999985.000;0;admin;0;Imagem-WhatsApp-2024-11-08-__s-23.17.41_bc53cceb.jpg;"Formatos disponiveis:
<ul>
	<li><b>Osso</b></li>
	<li><b>Circulo</b></li>
	<li><b>Coração</b></li>
</ul>
Diversas cores disponiveis";
"Identificadores de Animais Grande Coração";PRO0483;1;;"Fam Art";"Especial Patudos";;"Chapinhas Identificação";;;;;;"08-11-2024 23:18:45";marcop;"14-02-2026 15:07:07";josep;0;;;5.5;;;0;Each;1.00;999999.000;0;admin;0;Imagem-WhatsApp-2024-11-08-__s-23.17.34_541927b2.jpg;"Formatos disponiveis:
<ul>
	<li><b>Osso</b></li>
	<li><b>Coração</b></li>
</ul>
Diversas cores disponiveis";
"Identificadores de Animais Circular";PRO0484;1;;"Fam Art";"Especial Patudos";;"Chapinhas Identificação";;;;;;"08-11-2024 23:19:27";marcop;"08-11-2024 23:19:27";marcop;0;;;4;;;0;Each;1.00;999985.000;0;admin;0;Imagem-WhatsApp-2024-11-08-__s-23.17.46_4a9aea7a.jpg;"Formatos disponiveis:
<ul>
	<li><b>Osso</b></li>
	<li><b>Circulo</b></li>
	<li><b>Coração</b></li>
</ul>
Diversas cores disponiveis";
"Relógio Interstellar";PRO0485;1;;"Fam Art";Outros;;Decoração;;;;;;"08-11-2024 23:42:31";marcop;"18-11-2024 20:29:27";marcop;400;400;;31.5;;;0;Each;1.00;1000000.000;0;marcop;0;Imagem-WhatsApp-2024-11-08-__s-23.40.44_dc8b9ac6.jpg;;
"Placa Personalizada Academia Sénior";PRO0486;1;;"Fam Art";Outros;;Decoração;;;;;;"11-11-2024 21:27:06";josep;"11-11-2024 22:17:55";josep;0;;;10;;;0;Each;1.00;999999.000;0;josep;0;imagem_2024-11-11_212704265.png;"Academina Sénior Pedome";
"Bola Natal Rita Sá";PRO0487;1;;"Fam Art";Revenda;;Conjuntos;;;;;;"12-11-2024 12:38:04";marcop;"12-11-2024 12:40:00";marcop;0;;;2.1;;;0;Each;1.00;999980.000;0;marcop;0;Captura-de-ecr__-2024-11-12-123543.png;"Choupo, e Natal em acrílico branco";
"Estrela Natal Rita Sá";PRO0488;1;;"Fam Art";Revenda;;Conjuntos;;;;;;"12-11-2024 12:38:39";marcop;"12-11-2024 12:39:55";marcop;0;;;1.65;;;0;Each;1.00;999980.000;0;marcop;0;Captura-de-ecr__-2024-11-12-123600.png;"MDF Branco";
"Estrela Arvore de Natal";PRO0489;1;;"Fam Art";"Eventos Diversos";;Natal;;;;;;"12-11-2024 16:20:35";marcop;"15-11-2024 18:02:57";marcop;0;;;20;;;0;Each;1.00;999998.000;0;marcop;0;;;
"Seguro Recheio";PRO0490;1;;"Fam Art";Outros;Vendors::::Tranquilidade;Diversos;;;;;;"13-11-2024 16:20:53";marcop;"13-11-2024 16:20:53";marcop;0;;;;;;0;Each;1.00;1000000.000;0;marcop;0;;;
Alarme;PRO0491;1;;"Fam Art";Outros;"Vendors::::Securitas Direct";Diversos;;;;;;"16-11-2024 10:30:16";josep;"16-11-2024 10:30:16";josep;0;;;;;;0;Each;1.00;1000003.000;0;josep;0;;;
"Moldura para foto";PRO0492;1;;"Fam Art";Outros;;Decoração;;;;;;"16-11-2024 11:28:33";josep;"09-08-2025 12:33:46";marcop;0;;;11.75;;;0;Each;1.00;999994.000;0;josep;0;;;
"Quadro Avos 2020 Pingo de Cera";PRO0493;1;;"Fam Art";Outros;;Diversos;;;;;;"17-11-2024 17:37:33";marcop;"20-11-2024 16:30:43";marcop;0;;;4.5;;;0;Each;1.00;999991.000;0;marcop;0;thumbnail_Outlook-01r0ggeb.png;;
"Nome com Moldura";PRO0494;1;;"Fam Art";Outros;;Decoração;;;;;;"18-11-2024 12:46:42";marcop;"18-11-2024 12:46:53";marcop;0;;;35;;;0;Each;1.00;999999.000;0;marcop;0;462548085_3209294402540110_9219243884814999353_n.jpg;;
"Pendente Dourado Ø20";PRO0495;1;;Imortalis;Joias;;Pendentes;;;;;;"18-11-2024 18:50:48";marcop;"16-04-2025 10:53:17";marcop;0;;;1.45;;;0;Each;1.00;'-32.000;0;marcop;0;Capturar.PNG;;
"Coroa Noivos MDF Branco Ø20";PRO0496;1;;"Fam Art";Casamentos;;Placas;;;;;;"19-11-2024 12:18:22";marcop;"19-11-2024 12:24:42";marcop;20;20;;31;;;0;Each;1.00;100.000;0;marcop;0;_INS7731.jpg;;
"Coroa Noivos Acrílico Branco Ø20";PRO0497;1;;"Fam Art";Casamentos;;Placas;;;;;;"19-11-2024 12:19:24";marcop;"19-11-2024 12:20:38";marcop;20;20;;40;;;0;Each;1.00;100.000;0;marcop;0;_INS7731.jpg;;
"Bola de Natal ""O céu parece diferente""";PRO0498;1;;"Fam Art";"Eventos Diversos";;Natal;;;;;;"21-11-2024 15:59:02";marcop;"04-12-2024 18:47:51";josep;0;;;4.5;;;0;Each;1.00;999895.000;0;admin;0;Screenshot_20241121_155722.jpg;;
"Bola Foto Pingo de Cera";PRO0499;1;;"Fam Art";"Eventos Diversos";;Placas;;;;;;"22-11-2024 18:11:02";marcop;"22-11-2024 18:11:14";marcop;0;;;1.5;;;0;Each;1.00;999989.000;0;marcop;0;;;
"Bola de Natal Modelo 7";PRO0500;1;;"Fam Art";"Eventos Diversos";;Natal;;;;;;"23-11-2024 09:56:06";marcop;"03-12-2025 18:46:09";marcop;0;;;3.5;;;0;Each;1.00;999990.000;0;josep;0;M7.png;;
"Arvore para Parede";PRO0501;1;;"Fam Art";Outros;Vendors::::Aliexpress;Decoração;;;;;;"25-11-2024 20:29:52";josep;"25-11-2024 20:32:00";josep;0;;;;;;0;Each;1.00;1000002.000;0;josep;0;imagem_2024-11-25_202941674.png;;
"Bola Natal c/Foto";PRO0502;1;;"Fam Art";"Eventos Diversos";;Natal;;;;;;"26-11-2024 10:45:30";marcop;"21-12-2024 09:52:17";josep;0;;;4.5;;;0;Each;1.00;999987.000;0;marcop;0;;;
"Coração Mãe";PRO0503;1;;"Fam Art";"Eventos Diversos";;"Dia da Mãe";;;;;;"28-11-2024 18:12:41";marcop;"18-12-2024 12:20:35";marcop;0;;;12;;;0;Each;1.00;999997.000;0;josep;0;IMG_20241128_172023.jpg;;
"Calendário do Advento";PRO0504;1;;"Fam Art";"Eventos Diversos";;Natal;;;;;;"02-12-2024 11:28:10";marcop;"02-12-2024 11:28:23";marcop;0;;;50;;;0;Each;1.00;999999.000;0;marcop;0;;;
"Tapete Natural 33x55cm";PRO0505;1;;"Fam Art";Outros;;Decoração;;;;;;"04-12-2024 18:09:25";josep;"15-12-2025 20:11:41";marcop;0;;;19.9;3.99;;0;Each;1.00;'-5.000;0;josep;0;Tapete-personalizado-familia.jpg;;
"Lembrança Pé Batizado";PRO0506;1;;"Fam Art";Batizados;;Lembranças;;;;;;"05-12-2024 16:13:10";marcop;"05-12-2024 16:13:32";marcop;0;;;1.45;;;0;Each;1.00;999988.000;0;marcop;0;;;
"Chávena Kirpal";PRO0507;1;;"Fam Art";Bebidas;;Canecas;;;;;;"05-12-2024 22:06:45";marcop;"18-04-2025 17:59:07";marcop;0;;;7.2;2.07;;0;Each;1.00;7.000;0;marcop;0;6861-000-10.jpg;;
"Pack 10 Máquina Relógio Rosca 9mm";PRO0508;1;;"Fam Art";Consumiveis;;Diversos;;;;;;"05-12-2024 22:17:27";marcop;"05-12-2024 22:18:25";marcop;0;;;10.15;;;0;Each;1.00;0.000;0;marcop;0;5168sh16_t.jpg;;
"Pack 10 Ponteiros Relógio 41/55/56mm";PRO0509;1;;"Fam Art";Consumiveis;;Diversos;;;;;;"05-12-2024 22:18:04";marcop;"05-12-2024 22:18:14";marcop;0;;;3.38;;;0;Each;1.00;0.000;0;marcop;0;sl009_t.jpg;;
"Caneca Mágica Sublimação Vermelho Gloss Coração 300ml";PRO0510;1;;"Fam Art";Bebidas;;Canecas;;;;;;"05-12-2024 23:00:07";marcop;"17-04-2025 18:27:18";marcop;0;;;13.5;4.23;;0;Each;1.00;1.000;0;marcop;0;SKB05X6_t.jpg;;
"Caneca 350ml Bornel";PRO0511;1;;"Fam Art";Bebidas;;Canecas;;;;;;"05-12-2024 23:01:07";marcop;"30-04-2026 20:07:38";josep;0;;;9.5;0.91;;0;Each;1.00;73.000;0;marcop;0;3893-000-30.jpg,3893-000-P.jpg;;
"Caneca de Cerveja 450 ml";PRO0512;1;;"Fam Art";Bebidas;;Canecas;;;;;;"05-12-2024 23:01:41";marcop;"05-12-2024 23:01:41";marcop;0;;;16;5.88;;0;Each;1.00;3.000;0;marcop;0;SGM16G_t.jpg;;
"Caneca Mágica BARDOT Preto 350ml";PRO0513;1;;"Fam Art";Bebidas;;Canecas;;;;;;"05-12-2024 23:02:17";marcop;"10-12-2025 20:20:36";marcop;0;;;12.9;1.97;;0;Each;1.00;5.000;0;marcop;0;5837-002-P.jpg;;
"Tapete de Rato 3mm";PRO0514;1;;"Fam Art";Outros;;Decoração;;;;;;"05-12-2024 23:03:39";marcop;"05-12-2024 23:03:39";marcop;0;;;12;2.56;;0;Each;1.00;5.000;0;marcop;0;TR004_t.jpg;;
"Íman Retangular de Acrílico Super Premium HD 7,5x5,5 cm";PRO0515;1;;"Fam Art";Outros;;Iman;;;;;;"05-12-2024 23:04:35";marcop;"11-04-2025 18:38:36";marcop;0;;;5;0.83;;0;Each;1.00;'-6.000;0;marcop;0;ACRISUB001_t.jpg;;
"EPSON ET-1810 Sublimação";PRO0516;1;;"Fam Art";Outros;"Vendors::::333 Colors";Diversos;;;;;;"05-12-2024 23:06:40";marcop;"05-12-2024 23:06:40";marcop;0;;;220.17;;;0;Each;1.00;1000001.000;0;marcop;0;ET-1810_t.jpg;;
"Prensa térmica";PRO0517;1;;"Fam Art";Outros;;Diversos;;;;;;"05-12-2024 23:19:42";marcop;"05-12-2024 23:19:49";marcop;0;;;185.64;;;0;Each;1.00;1000001.000;0;marcop;0;asdassaadsasdsad.PNG;;
Renda;PRO0518;1;;"Fam Art";Consumiveis;;Diversos;;;;;;"05-12-2024 23:23:01";marcop;"08-11-2025 10:07:25";marcop;0;;;300;;;0;Each;1.00;1000003.000;0;marcop;0;;;
"Segurança Social";PRO0519;1;;"Fam Art";Consumiveis;;Diversos;;;;;;"05-12-2024 23:23:21";marcop;"05-12-2024 23:23:21";marcop;0;;;20;;;0;Each;1.00;1000003.000;0;marcop;0;;;
"Árvore de Natal M2";PRO0520;1;;"Fam Art";"Eventos Diversos";;Natal;;;;;;"11-12-2024 15:15:06";marcop;"11-12-2024 15:18:00";marcop;0;;;30;;;0;Each;1.00;999997.000;0;marcop;0;IMG_20241211_151238.jpg;;
"Bola de Natal Modelo 8";PRO0521;1;;"Fam Art";"Eventos Diversos";;Natal;;;;;;"16-12-2024 22:49:55";josep;"11-12-2025 19:39:59";josep;0;;;3.75;;;0;Each;1.00;999982.000;0;josep;0;M8.png;;
"Pulseira Homem M3 Chapa Gravada";PRO0522;1;;Imortalis;Joias;;Pulseiras;;;;;;"21-12-2024 10:01:25";josep;"21-12-2024 10:05:21";marcop;0;;;10.5;3;;0;Each;1.00;5.000;0;admin;0;IMG_20241220_175043.jpg;;
"Coração Puzzle";PRO0523;1;;"Fam Art";Outros;;Decoração;;;;;;"23-12-2024 12:01:31";marcop;"27-12-2024 19:03:45";marcop;0;;;25;;;0;Each;1.00;999996.000;0;marcop;0;IMG_20241221_144002.jpg;;
"Cerca Família 3D";PRO0524;1;;"Fam Art";Outros;;Decoração;;;;;;"23-12-2024 12:05:21";marcop;"27-12-2024 19:02:01";marcop;0;;;25;;;0;Each;1.00;999995.000;0;marcop;0;IMG_20241223_101655.jpg;;
"Porta Chaves Madeira";PRO0525;1;;"Fam Art";Outros;;"Porta Chaves";;;;;;"23-12-2024 12:06:38";marcop;"10-12-2025 20:46:38";marcop;0;;;3;;;0;Each;1.00;999609.000;0;marcop;0;IMG_20241223_101959.jpg;;
"Caneca Nala";PRO0526;1;;"Fam Art";Bebidas;Vendors::::Makito;Canecas;20522;;;;;"26-12-2024 15:32:06";marcop;"23-04-2025 21:39:21";josep;0;;;12.9;1.79;;0;Each;1.00;1000005.000;0;marcop;0;20522-000-20.jpg,20522-000-21.jpg;;
"SACO SILTEX";PRO0527;1;;"Fam Art";Outros;Vendors::::Makito;Diversos;6048;;;;;"26-12-2024 15:44:57";marcop;"24-04-2025 17:34:27";marcop;0;;;2.5;0.48;;0;Each;1.00;0.000;0;marcop;0;6048-000-30.jpg,6048-000-20_ml.jpg;"Saco em resistente material 100% algodão de 140g/m2 com acabamento em cor natural. Com asas compridas de 70cm e acabamento cosido. Resistência até 7kg de peso.
<p>Algodão 140 g/ m2</p>";
"Agua / saneamento / Resíduos Sólidos";PRO0528;1;;"Fam Art";Outros;;Diversos;;;;;;"26-12-2024 15:52:25";marcop;"26-12-2024 15:52:25";marcop;0;;;;;;0;Each;1.00;1000002.000;0;marcop;0;;;
"Luz Eletrica";PRO0529;1;;"Fam Art";Outros;;Diversos;;;;;;"26-12-2024 15:56:40";marcop;"26-12-2024 15:56:40";marcop;0;;;;;;0;Each;1.00;1000005.000;0;marcop;0;;;
"Copo Térmico Fresno";PRO0530;1;;"Fam Art";Bebidas;Vendors::::Makito;Copos;5100;;;;;"28-12-2024 11:28:32";marcop;"12-12-2025 15:19:48";marcop;0;;;7.15;;;0;Each;1.00;5.000;0;marcop;0;5100-002-P.jpg;;
"Caixa Porta Alianças";PRO0531;1;;"Fam Art";Casamentos;;"Porta Alianças";;;;;;"30-12-2024 20:50:46";marcop;"28-06-2025 11:40:03";josep;0;;;22;;;0;Each;1.00;999996.000;0;marcop;0;;;
"Milestones Balão";PRO0532;1;;"Fam Art";"Eventos Diversos";;Recém-nascidos;;;;;;"03-01-2025 20:52:13";marcop;"03-01-2025 20:52:28";marcop;0;;;25;;;0;Each;1.00;'-1.000;0;admin;0;;;"Vários modelos e cores disponiveis"
"Pendente Retangular 2010 Prata";PRO0533;1;;Imortalis;Joias;Vendors::::MaxiBiju;Pendentes;;;;;;"04-01-2025 10:45:17";marcop;"04-01-2025 17:25:28";marcop;0;;;6.9;0.35;;0;Each;1.00;10.000;0;josep;0;IMG_20250104_121121.jpg,IMG_20250104_121121_1.jpg;;
"Pendente Circulo Ø25 Prata";PRO0534;1;;Imortalis;Joias;Vendors::::MaxiBiju;Pendentes;;;;;;"04-01-2025 10:57:39";marcop;"04-01-2025 12:26:18";marcop;0;;;5.9;0.25;;0;Each;1.00;10.000;0;josep;0;IMG_20250104_121407.jpg,IMG_20250104_121406.jpg;;
"Pendente Circulo Ø25 Dourado";PRO0535;1;;Imortalis;Joias;Vendors::::MaxiBiju;Pendentes;;;;;;"04-01-2025 10:58:12";marcop;"04-01-2025 12:25:30";marcop;0;;;5.9;0.25;;0;Each;1.00;10.000;0;josep;0;IMG_20250104_121420_1.jpg,IMG_20250104_121420.jpg;;
"Pendente Retangular 205 Dourado";PRO0536;1;;Imortalis;Joias;Vendors::::MaxiBiju;Pendentes;;;;;;"04-01-2025 11:08:33";marcop;"04-01-2025 17:24:40";marcop;0;;;5.9;0.5;;0;Each;1.00;9.000;0;josep;0;IMG_20250104_121226_1.jpg,IMG_20250104_121226.jpg;;
"Pendente Retangular 2010 Dourado";PRO0537;1;;Imortalis;Joias;Vendors::::MaxiBiju;Pendentes;;;;;;"04-01-2025 11:09:26";marcop;"04-01-2025 17:25:19";marcop;0;;;6.9;0.5;;0;Each;1.00;9.000;0;josep;0;IMG_20250104_121207.jpg;;
"Pendente barra 35 5 5 Prata";PRO0538;1;;"Fam Art";Joias;;Pendentes;;;;;;"04-01-2025 11:16:26";marcop;"04-01-2025 12:19:08";marcop;0;;;8.9;1;;0;Each;1.00;10.000;0;marcop;0;IMG_20250104_115035_1.jpg,IMG_20250104_115022_1.jpg;;
"Pendente barra 35 5 5 Dourado";PRO0539;1;;"Fam Art";Joias;;Pendentes;;;;;;"04-01-2025 11:16:48";marcop;"25-02-2026 10:20:37";marcop;0;;;8.9;1.25;;0;Each;1.00;8.000;0;marcop;0;IMG_20250104_115106_1.jpg,IMG_20250104_115103.jpg;;
"Pendente Coração Dourado c/feitio";PRO0540;1;;Imortalis;Joias;Vendors::::MaxiBiju;Pendentes;;;;;;"09-01-2025 11:13:16";marcop;"01-05-2025 09:52:56";josep;0;;;5.9;;;0;Each;1.00;4.000;0;josep;0;cora____o-dourado-c_feitio.jpg;;
"Tapete Natural 50x100 cm";PRO0541;1;;"Fam Art";"Matéria Prima";"Vendors::::Leroy Merlin";Diversos;;;;;;"16-01-2025 21:17:50";josep;"18-08-2025 17:18:41";marcop;0;;;37;8.99;;0;Each;1.00;999998.000;0;josep;0;;;
"Acrílico Sublimação 4mm";PRO0542;1;;"Fam Art";"Matéria Prima";"Vendors::::333 Colors";Acrilico;;;;;;"17-01-2025 12:10:02";marcop;"17-01-2025 12:10:02";marcop;0;;;;;;0;Each;1.00;1000000.000;0;marcop;0;;;
"Placa Alumínio Sublimação";PRO0543;1;;"Fam Art";"Matéria Prima";"Vendors::::333 Colors";Diversos;;;;;;"17-01-2025 12:10:31";marcop;"17-01-2025 12:10:31";marcop;0;;;;;;0;Each;1.00;1000000.000;0;marcop;0;;;
"Emblema Quadrado Sublimação";PRO0544;1;;"Fam Art";"Matéria Prima";"Vendors::::333 Colors";Diversos;;;;;;"17-01-2025 12:11:22";marcop;"28-07-2026 15:38:09";marcop;0;;;5;;;0;Each;1.00;999964.000;0;marcop;0;;;
"Folha Magnética 700x500x0,5mm com Adesivo 3M";PRO0545;1;;"Fam Art";"Matéria Prima";"Vendors::::333 Colors";Iman;;;;;;"17-01-2025 12:11:49";marcop;"17-01-2025 12:11:49";marcop;0;;;;;;0;Each;1.00;1000001.000;0;marcop;0;;;
"SET COZINHA ZAIDAX";PRO0546;1;;"Fam Art";Outros;Vendors::::Makito;Decoração;1698;;;;;"17-01-2025 15:54:40";marcop;"17-01-2025 15:54:40";marcop;0;;;19.9;;;0;Each;1.00;4.000;0;marcop;0;1698-000-22.jpg,1698-000-21.jpg,1698-000-P.jpg,1698-000-10.jpg;;
"COPO DE VINHO ARLENE";PRO0547;1;;"Fam Art";Bebidas;Vendors::::Makito;Copos;20210;;;;;"17-01-2025 15:56:15";marcop;"17-01-2025 15:56:15";marcop;0;;;14.9;;;0;Each;1.00;1.000;0;marcop;0;20210-000-21.jpg,20210-000-30.jpg,20210-000-10.jpg;;
"JOGO WOLEN";PRO0548;1;;"Fam Art";Jogos;Vendors::::Makito;"Quebra Cabeças";20405;;;;;"17-01-2025 15:57:58";marcop;"25-03-2025 16:36:16";marcop;0;;;11.9;;;0;Each;1.00;0.000;0;marcop;0;20405-000-22.jpg,20405-000-21.jpg,20405-000-P.jpg,20405-000-12.jpg;;
"SACO CENTION Pequeno";PRO0549;1;;"Fam Art";Consumiveis;Vendors::::Makito;Diversos;5483;;;;;"17-01-2025 16:00:46";marcop;"17-01-2025 16:00:46";marcop;0;;;0.4;;;0;Each;1.00;250.000;0;marcop;0;;;
"SACO LOILES Medio";PRO0550;1;;"Fam Art";Consumiveis;Vendors::::Makito;Diversos;5484;;;;;"17-01-2025 16:01:24";marcop;"17-01-2025 16:01:24";marcop;0;;;0.48;;;0;Each;1.00;200.000;0;marcop;0;;;
"PORTA-RETRATOS LIBAN";PRO0551;1;;"Fam Art";Consumiveis;Vendors::::Makito;Diversos;6956;;;;;"17-01-2025 16:02:20";marcop;"20-12-2025 11:58:01";josep;0;;;9.9;;;0;Each;1.00;3.000;0;marcop;0;6956-000-3.jpg,6956-000-10.jpg;;
"MINIJOGO BOWLING STRIKE";PRO0552;1;;"Fam Art";Jogos;Vendors::::Makito;Memoria;1342;;;;;"17-01-2025 16:08:35";marcop;"17-01-2025 16:08:35";marcop;0;;;8.9;;;0;Each;1.00;0.000;0;marcop;0;1342-000-22.jpg,1342-000-21.jpg,1342-000-P.jpg,1342-000-11.jpg;;
"Suporte LED C/ ACRILICO";PRO0553;1;;"Fam Art";"Eventos Diversos";;"Dia dos Namorados";;;;;;"17-01-2025 16:22:27";marcop;"11-02-2025 18:06:45";marcop;0;;;20;;;0;Each;1.00;'-3.000;0;admin;0;IMG_20250117_162002.jpg,IMG_20250117_161949.jpg;;
"Pano Individual Sublimação Lebron";PRO0554;1;;"Fam Art";Outros;Vendors::::Makito;Decoração;;;;6116;;"17-01-2025 17:46:14";marcop;"17-01-2025 17:46:14";marcop;0;;;0.24;;;0;Each;1.00;50.000;0;marcop;0;6116-001-1.jpg;;
"PANO LIMPEZA GILDOR";PRO0555;1;;"Fam Art";Outros;Vendors::::Makito;Decoração;;;;4386;;"17-01-2025 18:12:54";marcop;"17-01-2025 18:12:54";marcop;0;;;0.73;;;0;Each;1.00;110.000;0;marcop;0;4386-001-1.jpg,4386-000-30.jpg;;
"Bloco de Notas Groly";PRO0556;1;;"Fam Art";Outros;Vendors::::Makito;Diversos;;;;20946;;"17-01-2025 18:14:38";marcop;"17-01-2025 18:14:38";marcop;0;;;4.9;;;0;Each;1.00;3.000;0;marcop;0;20946-003-P.jpg,20946-002-P.jpg,20946-000-20.jpg,20946-000-13.jpg;;
"Caneta Mafei Preta";PRO0557;1;;"Fam Art";"Para Profissionais";Vendors::::Makito;Canetas;;;;20668;;"17-01-2025 18:19:55";marcop;"19-12-2025 15:22:55";marcop;0;;;1;;;0;Each;1.00;86.000;0;marcop;0;20668-002-P.jpg;;
"Caneta Mafei Vermelha";PRO0558;1;;"Fam Art";"Para Profissionais";Vendors::::Makito;Canetas;;;;20668;;"17-01-2025 18:21:55";marcop;"10-12-2025 11:36:14";marcop;0;;;1;;;0;Each;1.00;91.000;0;marcop;0;20668-003-P.jpg;;
"Caneta Mafei Verde";PRO0559;1;;"Fam Art";"Para Profissionais";Vendors::::Makito;Canetas;;;;20668;;"17-01-2025 18:23:00";marcop;"18-04-2025 18:26:07";marcop;0;;;1;;;0;Each;1.00;101.000;0;marcop;0;20668-004-P.jpg;;
"Caneta Mafei Azul";PRO0560;1;;"Fam Art";"Para Profissionais";Vendors::::Makito;Canetas;;;;20668;;"17-01-2025 18:24:08";marcop;"18-04-2025 18:26:08";marcop;0;;;1;;;0;Each;1.00;101.000;0;marcop;0;20668-019-P.jpg;;
"Caneta Mafei Cinza";PRO0561;1;;"Fam Art";"Para Profissionais";Vendors::::Makito;Canetas;;;;20668;;"17-01-2025 18:25:37";marcop;"18-04-2025 18:26:08";marcop;0;;;1;;;0;Each;1.00;1.000;0;marcop;0;20668-008-P.jpg;;
